"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL3912"	"Carbonic anhydrase XIII"	"Q8N1Q1"	"SINGLE PROTEIN"	"Homo sapiens"	"439"	"905"	"9606"	"False"
"CHEMBL3883304"	"Aurora kinase A/Targeting protein for Xklp2"	"O14965|Q9ULW0"	"PROTEIN COMPLEX"	"Homo sapiens"	"23"	"24"	"9606"	"False"
"CHEMBL3886"	"Mixed lineage kinase 7"	"Q9NYL2"	"SINGLE PROTEIN"	"Homo sapiens"	"1329"	"1535"	"9606"	"False"
"CHEMBL280"	"Matrix metalloproteinase 13"	"P45452"	"SINGLE PROTEIN"	"Homo sapiens"	"3351"	"4186"	"9606"	"False"
"CHEMBL5291972"	"JAK1/STAT1"	"P23458|P42224"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1909486"	"Protein-arginine deiminase type-1"	"Q9ULC6"	"SINGLE PROTEIN"	"Homo sapiens"	"92"	"131"	"9606"	"False"
"CHEMBL4523723"	"E3 ubiquitin-protein ligase XIAP/IRAK4"	"Q9NWZ3|P98170"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2160"	"Nucleoside diphosphate kinase 2"	"P22392"	"SINGLE PROTEIN"	"Homo sapiens"	"78"	"168"	"9606"	"False"
"CHEMBL3357"	"Interleukin-1 receptor-associated kinase 1"	"P51617"	"SINGLE PROTEIN"	"Homo sapiens"	"1441"	"1798"	"9606"	"False"
"CHEMBL2544"	"Peptidyl-glycine alpha-amidating monooxygenase"	"P19021"	"SINGLE PROTEIN"	"Homo sapiens"	"44"	"90"	"9606"	"False"
"CHEMBL4924"	"Ribosomal protein S6 kinase alpha 6"	"Q9UK32"	"SINGLE PROTEIN"	"Homo sapiens"	"1101"	"2091"	"9606"	"False"
"CHEMBL3885616"	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform/[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"	"P42336|Q15118"	"PROTEIN FAMILY"	"Homo sapiens"	"16"	"16"	"9606"	"False"
"CHEMBL2079850"	"Protein prune homolog"	"Q86TP1"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"11"	"9606"	"False"
"CHEMBL1926488"	"Protoporphyrinogen oxidase"	"P50336"	"SINGLE PROTEIN"	"Homo sapiens"	"118"	"208"	"9606"	"False"
"CHEMBL3308910"	"DNA replication licensing factor MCM2"	"P49736"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"21"	"9606"	"False"
"CHEMBL4296106"	"PIK3CG/PIK3R1"	"P27986|P48736"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3242"	"Carbonic anhydrase XII"	"O43570"	"SINGLE PROTEIN"	"Homo sapiens"	"5042"	"6466"	"9606"	"False"
"CHEMBL2362989"	"DNA topoisomerase I, mitochondrial"	"Q969P6"	"SINGLE PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4630724"	"p90RSK"	"P51812|Q15349|Q9UK32|Q15418"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL2363043"	"Ephrin receptor"	"P29317|P29323|P54756|P54764|P29322|Q9UF33|Q15375|P54753|P29320|P54762|P54760|P21709|O15197|Q5JZY3"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL1786"	"Inositol-1(or 4)-monophosphatase 1"	"P29218"	"SINGLE PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL3833061"	"CRL4(CRBN) E3 ubiquitin ligase"	"Q96SW2|Q16531|Q13619|P62877"	"PROTEIN COMPLEX"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL3542430"	"11-beta-hydroxysteroid dehydrogenase"	"P80365|P28845"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL5303568"	"ROS1-SDC4"	"P08922|P31431"	"CHIMERIC PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL3713453"	"Bone morphogenetic protein 10"	"O95393"	"SINGLE PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL3391661"	"Betaine-homocysteine S-methyltransferase"	"Q93088|Q9H2M3"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4665591"	"IL36 receptor"	"Q9HB29|Q9NPH3"	"PROTEIN COMPLEX"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4106174"	"Topoisomerase I/II"	"P11387|P11388"	"PROTEIN FAMILY"	"Homo sapiens"	"3"	"8"	"9606"	"False"
"CHEMBL4523153"	"Triple functional domain protein"	"O75962"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4879430"	"Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7"	"P0C870"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"11"	"9606"	"False"
"CHEMBL4523136"	"Synaptojanin-1"	"O43426"	"SINGLE PROTEIN"	"Homo sapiens"	"27"	"48"	"9606"	"False"
"CHEMBL3509603"	"Methionine-R-sulfoxide reductase B2, mitochondrial"	"Q9Y3D2"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4296245"	"Eyes absent homolog 3"	"Q99504"	"SINGLE PROTEIN"	"Homo sapiens"	"14"	"40"	"9606"	"False"
"CHEMBL4295995"	"Tolloid-like protein 2"	"Q9Y6L7"	"SINGLE PROTEIN"	"Homo sapiens"	"393"	"396"	"9606"	"False"
"CHEMBL4523434"	"Bifunctional polynucleotide phosphatase/kinase"	"Q96T60"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"17"	"9606"	"False"
"CHEMBL4295747"	"Serine hydroxymethyltransferase, mitochondrial"	"P34897"	"SINGLE PROTEIN"	"Homo sapiens"	"254"	"260"	"9606"	"False"
"CHEMBL3885544"	"Cellular tumor antigen p53/Peptidyl-prolyl cis-trans isomerase D"	"P04637|Q08752"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"10"	"10"	"9606"	"False"
"CHEMBL4523192"	"Histidine decarboxylase"	"P19113"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"3"	"9606"	"False"
"CHEMBL5169175"	"E3 ubiquitin-protein ligase RNF168"	"Q8IYW5"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL2388"	"Ubiquinol-cytochrome C reductase complex 7.2 kDa protein"	"Q9UDW1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523642"	"Rho GEF 11/Transforming protein RhoA"	"P61586|O15085"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2096618"	"Bcr/Abl fusion protein"	"P00519|P11274"	"CHIMERIC PROTEIN"	"Homo sapiens"	"1021"	"1706"	"9606"	"False"
"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"P31751"	"SINGLE PROTEIN"	"Homo sapiens"	"3280"	"4365"	"9606"	"False"
"CHEMBL2524"	"Alpha-galactosidase A"	"P06280"	"SINGLE PROTEIN"	"Homo sapiens"	"4437"	"5450"	"9606"	"False"
"CHEMBL3592"	"Squalene monooxygenase"	"Q14534"	"SINGLE PROTEIN"	"Homo sapiens"	"90"	"100"	"9606"	"False"
"CHEMBL3023"	"Sphingosine kinase 2"	"Q9NRA0"	"SINGLE PROTEIN"	"Homo sapiens"	"1023"	"1621"	"9606"	"False"
"CHEMBL1930"	"Vitamin k epoxide reductase complex subunit 1 isoform 1"	"Q9BQB6"	"SINGLE PROTEIN"	"Homo sapiens"	"22"	"23"	"9606"	"False"
"CHEMBL1806"	"DNA topoisomerase II alpha"	"P11388"	"SINGLE PROTEIN"	"Homo sapiens"	"3482"	"6638"	"9606"	"False"
"CHEMBL4804253"	"IL18 Receptor"	"O95256|Q13478"	"PROTEIN COMPLEX"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4296642"	"TEC family kinase"	"Q08881|P51813|P42680|P42681|Q06187"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL2363044"	"Alcohol dehydrogenase class I"	"P07327|P00325|P00326"	"PROTEIN COMPLEX GROUP"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4665582"	"DNA-directed RNA polymerase III subunit RPC1"	"O14802"	"SINGLE PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL3712956"	"Metalloreductase STEAP1"	"Q9UHE8"	"SINGLE PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4523586"	"E3 ubiquitin ligase TRAF3IP2"	"O43734"	"SINGLE PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL5141"	"Cytochrome P450 26A1"	"O43174"	"SINGLE PROTEIN"	"Homo sapiens"	"213"	"308"	"9606"	"False"
"CHEMBL4630723"	"ErbB-2/ErbB-3 heterodimer"	"P04626|P21860"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"7"	"9606"	"False"
"CHEMBL5147"	"Ephrin type-B receptor 4"	"P54760"	"SINGLE PROTEIN"	"Homo sapiens"	"2329"	"3256"	"9606"	"False"
"CHEMBL1955"	"Vascular endothelial growth factor receptor 3"	"P35916"	"SINGLE PROTEIN"	"Homo sapiens"	"2360"	"3325"	"9606"	"False"
"CHEMBL4128"	"Tyrosine-protein kinase TIE-2"	"Q02763"	"SINGLE PROTEIN"	"Homo sapiens"	"2332"	"3409"	"9606"	"False"
"CHEMBL3972"	"GAR transformylase"	"P22102"	"SINGLE PROTEIN"	"Homo sapiens"	"186"	"549"	"9606"	"False"
"CHEMBL3922"	"Methionine aminopeptidase 2"	"P50579"	"SINGLE PROTEIN"	"Homo sapiens"	"1090"	"1524"	"9606"	"False"
"CHEMBL2916"	"Telomerase reverse transcriptase"	"O14746"	"SINGLE PROTEIN"	"Homo sapiens"	"1212"	"2469"	"9606"	"False"
"CHEMBL3831283"	"NEDD8 activating enzyme"	"Q8TBC4|Q13564"	"PROTEIN COMPLEX"	"Homo sapiens"	"265"	"447"	"9606"	"False"
"CHEMBL2364675"	"Cytochrome P450 3A"	"P08684|P20815|Q9HB55|P24462"	"PROTEIN FAMILY"	"Homo sapiens"	"95"	"140"	"9606"	"False"
"CHEMBL2007625"	"Isocitrate dehydrogenase [NADP] cytoplasmic"	"O75874"	"SINGLE PROTEIN"	"Homo sapiens"	"36625"	"41227"	"9606"	"False"
"CHEMBL1641353"	"DNA-directed RNA polymerase II subunit RPB1"	"P24928"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"9"	"9606"	"False"
"CHEMBL5024"	"Serine-protein kinase ATR"	"Q13535"	"SINGLE PROTEIN"	"Homo sapiens"	"846"	"1146"	"9606"	"False"
"CHEMBL5465205"	"Cereblon/MAP kinase p38 delta"	"O15264|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL2709"	"Hexokinase type III"	"P52790"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4295661"	"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15"	"O43143"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5169196"	"Phospholysine phosphohistidine inorganic pyrophosphate phosphatase"	"Q9H008"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2617"	"Tryptase beta-1"	"Q15661"	"SINGLE PROTEIN"	"Homo sapiens"	"267"	"295"	"9606"	"False"
"CHEMBL4295722"	"Probable ATP-dependent RNA helicase DDX5"	"P17844"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5465393"	"SOS1-KRAS"	"Q07889|P01116"	"PROTEIN COMPLEX"	"Homo sapiens"	"85"	"121"	"9606"	"False"
"CHEMBL3885636"	"Serine/threonine-protein kinase PAK 1/PAK 2"	"Q13177|Q13153"	"PROTEIN FAMILY"	"Homo sapiens"	"18"	"18"	"9606"	"False"
"CHEMBL4296076"	"Coagulation factor IX/VIII"	"P00740|P00451"	"PROTEIN COMPLEX"	"Homo sapiens"	"13"	"24"	"9606"	"False"
"CHEMBL1772926"	"Dual specificity protein phosphatase CDC14A"	"Q9UNH5"	"SINGLE PROTEIN"	"Homo sapiens"	"29"	"30"	"9606"	"False"
"CHEMBL2399"	"N-acetylgalactosamine-4-sulfatase"	"P15848"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL6163"	"Chromosome-associated kinesin KIF4A"	"O95239"	"SINGLE PROTEIN"	"Homo sapiens"	"53"	"56"	"9606"	"False"
"CHEMBL4790"	"Vacuolar ATP synthase subunit S1"	"Q15904"	"SINGLE PROTEIN"	"Homo sapiens"	"33"	"39"	"9606"	"False"
"CHEMBL5581"	"Ras-related C3 botulinum toxin substrate 2"	"P15153"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4105742"	"Chromodomain-helicase-DNA-binding protein 4"	"Q14839"	"SINGLE PROTEIN"	"Homo sapiens"	"221"	"221"	"9606"	"False"
"CHEMBL4105892"	"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"	"P49748"	"SINGLE PROTEIN"	"Homo sapiens"	"241"	"241"	"9606"	"False"
"CHEMBL4105817"	"Peroxisomal acyl-coenzyme A oxidase 3"	"O15254"	"SINGLE PROTEIN"	"Homo sapiens"	"243"	"243"	"9606"	"False"
"CHEMBL4105782"	"ATP-dependent RNA helicase DDX42"	"Q86XP3"	"SINGLE PROTEIN"	"Homo sapiens"	"198"	"198"	"9606"	"False"
"CHEMBL4105783"	"Probable ATP-dependent RNA helicase DDX6"	"P26196"	"SINGLE PROTEIN"	"Homo sapiens"	"239"	"239"	"9606"	"False"
"CHEMBL4105871"	"Ubiquitin-conjugating enzyme E2 L3"	"P68036"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105867"	"Bifunctional coenzyme A synthase"	"Q13057"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL1293236"	"ATP-dependent DNA helicase Q1"	"P46063"	"SINGLE PROTEIN"	"Homo sapiens"	"4596"	"5575"	"9606"	"False"
"CHEMBL3867"	"Alcohol dehydrogenase class IV"	"P40394"	"SINGLE PROTEIN"	"Homo sapiens"	"23"	"23"	"9606"	"False"
"CHEMBL2769"	"Phospholipase D3"	"Q8IV08"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"27"	"9606"	"False"
"CHEMBL4105730"	"Glutaminase liver isoform, mitochondrial"	"Q9UI32"	"SINGLE PROTEIN"	"Homo sapiens"	"49"	"55"	"9606"	"False"
"CHEMBL3421524"	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1"	"P16118"	"SINGLE PROTEIN"	"Homo sapiens"	"38"	"38"	"9606"	"False"
"CHEMBL4680052"	"Cereblon/Focal adhesion kinase 1"	"Q05397|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"47"	"131"	"9606"	"False"
"CHEMBL5465279"	"G/T mismatch-specific thymine DNA glycosylase"	"Q13569"	"SINGLE PROTEIN"	"Homo sapiens"	"54"	"108"	"9606"	"False"
"CHEMBL4748216"	"VHL/Aurora kinase A"	"O14965|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3886123"	"Thyrotropin-releasing hormone-degrading ectoenzyme"	"Q9UKU6"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3351199"	"Protein phosphatase 1G"	"O15355"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"12"	"9606"	"False"
"CHEMBL2424505"	"Peptidyl-prolyl cis-trans isomerase C"	"P45877"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL5465219"	"Cereblon/Leucine-rich repeat serine/threonine-protein kinase 2"	"Q5S007|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"5"	"12"	"9606"	"False"
"CHEMBL2761"	"Aspartyl aminopeptidase"	"Q9ULA0"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL4281"	"Group IID secretory phospholipase A2"	"Q9UNK4"	"SINGLE PROTEIN"	"Homo sapiens"	"24"	"24"	"9606"	"False"
"CHEMBL2062354"	"Biotin--protein ligase"	"P50747"	"SINGLE PROTEIN"	"Homo sapiens"	"38"	"74"	"9606"	"False"
"CHEMBL4454"	"Tyrosine-protein kinase FGR"	"P09769"	"SINGLE PROTEIN"	"Homo sapiens"	"1076"	"1801"	"9606"	"False"
"CHEMBL4523972"	"MMP-2/MMP-9"	"P08253|P14780"	"SELECTIVITY GROUP"	"Homo sapiens"	"135"	"137"	"9606"	"False"
"CHEMBL2432"	"Aminopeptidase B"	"Q9H4A4"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL5169068"	"VHL/AKT1"	"P31749|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"26"	"26"	"9606"	"False"
"CHEMBL4508"	"Glutaminyl-peptide cyclotransferase"	"Q16769"	"SINGLE PROTEIN"	"Homo sapiens"	"963"	"1182"	"9606"	"False"
"CHEMBL2435"	"Serine/threonine protein phosphatase 2A, catalytic subunit, beta isoform"	"P62714"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4342"	"Group X secretory phospholipase A2"	"O15496"	"SINGLE PROTEIN"	"Homo sapiens"	"166"	"219"	"9606"	"False"
"CHEMBL1782"	"Farnesyl diphosphate synthase"	"P14324"	"SINGLE PROTEIN"	"Homo sapiens"	"543"	"1248"	"9606"	"False"
"CHEMBL3514"	"LDL-associated phospholipase A2"	"Q13093"	"SINGLE PROTEIN"	"Homo sapiens"	"554"	"1339"	"9606"	"False"
"CHEMBL3691"	"Autotaxin"	"Q13822"	"SINGLE PROTEIN"	"Homo sapiens"	"1744"	"2726"	"9606"	"False"
"CHEMBL3820"	"Hexokinase type IV"	"P35557"	"SINGLE PROTEIN"	"Homo sapiens"	"1504"	"3196"	"9606"	"False"
"CHEMBL1966"	"Dihydroorotate dehydrogenase"	"Q02127"	"SINGLE PROTEIN"	"Homo sapiens"	"2177"	"3115"	"9606"	"False"
"CHEMBL4523245"	"Trifunctional enzyme subunit beta, mitochondrial"	"P55084"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL203"	"Epidermal growth factor receptor erbB1"	"P00533"	"SINGLE PROTEIN"	"Homo sapiens"	"15254"	"35310"	"9606"	"False"
"CHEMBL5291529"	"Peptidyl-prolyl cis-trans isomerase-like 1"	"Q9Y3C6"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5465317"	"Probable ATP-dependent RNA helicase DDX59"	"Q5T1V6"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3495"	"NADP-dependent malic enzyme"	"P48163"	"SINGLE PROTEIN"	"Homo sapiens"	"41"	"42"	"9606"	"False"
"CHEMBL4680043"	"Protein argonaute-2"	"Q9UKV8"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"21"	"9606"	"False"
"CHEMBL1795151"	"Bis(5'-adenosyl)-triphosphatase"	"P49789"	"SINGLE PROTEIN"	"Homo sapiens"	"45"	"95"	"9606"	"False"
"CHEMBL4630861"	"Ubiquitin carboxyl-terminal hydrolase 36"	"Q9P275"	"SINGLE PROTEIN"	"Homo sapiens"	"44"	"44"	"9606"	"False"
"CHEMBL4630862"	"Ubiquitin carboxyl-terminal hydrolase 35"	"Q9P2H5"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL3727"	"Phospholipase C-delta-1"	"P51178"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4742279"	"Cereblon/IRAK1"	"P51617|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5482984"	"LC3-B-PDEdelta"	"O43924|Q9GZQ8"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"13"	"25"	"9606"	"False"
"CHEMBL2176777"	"Poly [ADP-ribose] polymerase 14"	"Q460N5"	"SINGLE PROTEIN"	"Homo sapiens"	"284"	"395"	"9606"	"False"
"CHEMBL4296004"	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"	"P50213"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5465231"	"VHL/Phospholipid hydroperoxide glutathione peroxidase"	"P40337|P36969"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"14"	"20"	"9606"	"False"
"CHEMBL5465234"	"VHL/Nicotinamide phosphoribosyltransferase"	"P43490|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"29"	"88"	"9606"	"False"
"CHEMBL5291694"	"VHL/NTMT1"	"P40337|Q9BV86"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"4"	"25"	"9606"	"False"
"CHEMBL1293194"	"Carnitine O-palmitoyltransferase 1, liver isoform"	"P50416"	"SINGLE PROTEIN"	"Homo sapiens"	"499"	"511"	"9606"	"False"
"CHEMBL4523373"	"N-alpha-acetyltransferase 40"	"Q86UY6"	"SINGLE PROTEIN"	"Homo sapiens"	"12"	"38"	"9606"	"False"
"CHEMBL4181"	"S-adenosylmethionine decarboxylase 1"	"P17707"	"SINGLE PROTEIN"	"Homo sapiens"	"183"	"215"	"9606"	"False"
"CHEMBL4105937"	"Cysteine--tRNA ligase, cytoplasmic"	"P49589"	"SINGLE PROTEIN"	"Homo sapiens"	"187"	"187"	"9606"	"False"
"CHEMBL4105787"	"Diacylglycerol kinase alpha"	"P23743"	"SINGLE PROTEIN"	"Homo sapiens"	"39"	"84"	"9606"	"False"
"CHEMBL3836"	"LIM domain kinase 1"	"P53667"	"SINGLE PROTEIN"	"Homo sapiens"	"1743"	"2365"	"9606"	"False"
"CHEMBL5256"	"CaM-kinase kinase alpha"	"Q8N5S9"	"SINGLE PROTEIN"	"Homo sapiens"	"411"	"525"	"9606"	"False"
"CHEMBL4105893"	"Ras-related protein Rab-2A"	"P61019"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL2331051"	"Palmitoyl-protein thioesterase 1"	"P50897"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"6"	"9606"	"False"
"CHEMBL2111326"	"Cyclin-dependent kinase 2 and 4 (CDK2 and CDK4)"	"P11802|P24941"	"SELECTIVITY GROUP"	"Homo sapiens"	"16"	"21"	"9606"	"False"
"CHEMBL5482993"	"RAC1/RAC2/RAC3"	"P15153|P60763|P63000"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4680048"	"Acyl-protein thioesterase 1/2"	"O75608|O95372"	"PROTEIN FAMILY"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4524035"	"Serine/threonine-protein kinase H1"	"P11801"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4989"	"Guanylate kinase"	"Q16774"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"10"	"9606"	"False"
"CHEMBL2095193"	"Tryptase"	"Q9BZJ3|Q15661|Q9NRR2"	"PROTEIN FAMILY"	"Homo sapiens"	"308"	"333"	"9606"	"False"
"CHEMBL2111400"	"Phosphodiesterase 3 and 5 (PDE3 and PDE5)"	"O76074|Q14432|Q13370"	"SELECTIVITY GROUP"	"Homo sapiens"	"76"	"91"	"9606"	"False"
"CHEMBL3131"	"Caspase-5"	"P51878"	"SINGLE PROTEIN"	"Homo sapiens"	"88"	"111"	"9606"	"False"
"CHEMBL2360"	"Hypoxanthine-guanine phosphoribosyltransferase"	"P00492"	"SINGLE PROTEIN"	"Homo sapiens"	"317"	"369"	"9606"	"False"
"CHEMBL6089"	"Ubiquitin-conjugating enzyme E2 N"	"P61088"	"SINGLE PROTEIN"	"Homo sapiens"	"1216"	"1570"	"9606"	"False"
"CHEMBL3865"	"Beta-glucosidase cytosolic"	"Q9H227"	"SINGLE PROTEIN"	"Homo sapiens"	"59"	"63"	"9606"	"False"
"CHEMBL2164"	"Serine/threonine protein phosphatase PP1-alpha catalytic subunit"	"P62136"	"SINGLE PROTEIN"	"Homo sapiens"	"133"	"133"	"9606"	"False"
"CHEMBL4739700"	"Methionine--tRNA ligase, mitochondrial"	"Q96GW9"	"SINGLE PROTEIN"	"Homo sapiens"	"12"	"12"	"9606"	"False"
"CHEMBL2007626"	"DNA dC->dU-editing enzyme APOBEC-3F"	"Q8IUX4"	"SINGLE PROTEIN"	"Homo sapiens"	"12449"	"14861"	"9606"	"False"
"CHEMBL2241"	"Glutathione S-transferase A2"	"P09210"	"SINGLE PROTEIN"	"Homo sapiens"	"39"	"52"	"9606"	"False"
"CHEMBL4802020"	"AFG3-like protein 2"	"Q9Y4W6"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5425"	"Ribonuclease pancreatic"	"P07998"	"SINGLE PROTEIN"	"Homo sapiens"	"27"	"45"	"9606"	"False"
"CHEMBL4523649"	"Rho-associated protein kinase 2/Transforming protein RhoA"	"O75116|P61586"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5465227"	"VHL/Receptor protein-tyrosine kinase erbB-2"	"P04626|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4296118"	"Androgen receptor/Baculoviral IAP repeat-containing protein 2"	"P10275|Q13490"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"20"	"32"	"9606"	"False"
"CHEMBL4296120"	"E3 ubiquitin-protein ligase XIAP/BCR/ABL"	"P00519|P98170|P11274"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL1293321"	"Cyclin-T2"	"O60583"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL2116"	"AMP-activated protein kinase, alpha-2 subunit"	"P54646"	"SINGLE PROTEIN"	"Homo sapiens"	"887"	"1363"	"9606"	"False"
"CHEMBL5983"	"Aldo-keto reductase family 1 member B10"	"O60218"	"SINGLE PROTEIN"	"Homo sapiens"	"177"	"308"	"9606"	"False"
"CHEMBL4296139"	"von Hippel-Lindau disease tumor suppressor/Receptor-interacting serine/threonine-protein kinase 2"	"O43353|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"5"	"13"	"9606"	"False"
"CHEMBL4576"	"Homeodomain-interacting protein kinase 2"	"Q9H2X6"	"SINGLE PROTEIN"	"Homo sapiens"	"1374"	"1698"	"9606"	"False"
