Drug	Target
D03440	ACE (CD143) [HSA:1636] [KO:K01283]
D03441	TNF (TNFA, TNFSF2) [HSA:7124] [KO:K03156]
D03442	CCKAR [HSA:886] [KO:K04194]
D03443	CCKAR [HSA:886] [KO:K04194]
D03447	SOAT [HSA:6646 8435] [KO:K00637]
D03449	ADRB1 [HSA:153] [KO:K04141]
D03452	50S ribosomal subunit
D03455	EGFR [HSA:1956] [KO:K04361]
D03461	50S ribosomal subunit
D03463	Lipopolysaccharide
	Lipoteichoic acid
D03471	SLC12A3 (TSC) [HSA:6559] [KO:K14426]
D03475	HRH1 [HSA:3269] [KO:K04149]
D03477	30S ribosomal subunit
D03478	LHCGR [HSA:3973] [KO:K04248]
D03490	ADRB1 [HSA:153] [KO:K04141]
D03491	HRH1 [HSA:3269] [KO:K04149]
	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D03492	SCN1A [HSA:6323] [KO:K04833]
	SCN2A [HSA:6326] [KO:K04834]
	SCN3A [HSA:6328] [KO:K04836]
	SCN4A [HSA:6329] [KO:K04837]
	SCN5A [HSA:6331] [KO:K04838]
	SCN8A [HSA:6334] [KO:K04840]
	SCN9A [HSA:6335] [KO:K04841]
	SCN10A [HSA:6336] [KO:K04842]
	SCN11A [HSA:11280] [KO:K04843]
D03493	NR1C3 (PPARG) [HSA:5468] [KO:K08530]
D03494	DRD1 [HSA:1812] [KO:K04144]
	DRD2 [HSA:1813] [KO:K04145]
D03495	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D03496	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D03497	ITGAV-ITGB3/ITGB5 [HSA:3685 3690 3693] [KO:K06487 K06493 K06588]
D03500	beta-1,3-glucan synthase [KO:K00706]
D03501	HCV NS3/4A protease [KO:K22273 K22274]
D03502	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D03503	HRH2 [HSA:3274] [KO:K04150]
D03504	CASR [HSA:846] [KO:K04612]
D03505	CASR [HSA:846] [KO:K04612]
D03506	SARS coronavirus 3C-like proteinase [KO:K25015]
D03515	NR3C4 (AR) [HSA:367] [KO:K08557]
D03516	PDE4 [HSA:5141 5142 5143 5144] [KO:K13293]
D03517	MMP1 [HSA:4312] [KO:K01388]
	MMP8 [HSA:4317] [KO:K01402]
	MMP13 [HSA:4322] [KO:K07994]
	MMP9 [HSA:4318] [KO:K01403]
D03518	HRH3 [HSA:11255] [KO:K04151]
D03521	NR1C1 (PPARA) [HSA:5465] [KO:K07294]
D03522	PTGIR [HSA:5739] [KO:K04263]
D03526	sterol 14alpha-demethylase [KO:K05917]
D03534	DRD2 [HSA:1813] [KO:K04145]
D03535	HRH1 [HSA:3269] [KO:K04149]
D03536	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D03537	HBV reverse transcriptase [KO:K21037]
D03541	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03546	RRM1 [HSA:6240] [KO:K10807]
	POLA [HSA:5422 23649] [KO:K02320 K02321]
D03547	KCND [HSA:3750 3751 3752] [KO:K04891 K04892 K04893]
	KCNH1 [HSA:3756] [KO:K04904]
	KCNH2 [HSA:3757] [KO:K04905]
	KCNT2 (SLICK) [HSA:343450] [KO:K04947]
D03551	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
	NR3C4 (AR) [HSA:367] [KO:K08557]
D03556	DRD1 [HSA:1812] [KO:K04144]
	DRD2 [HSA:1813] [KO:K04145]
D03561	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03562	GABR [HSA:2554 2555 2556 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 2568 55879] [KO:K05175 K05181 K05184 K05185 K05186 K05189 K05192]
D03568	HRH1 [HSA:3269] [KO:K04149]
D03571	penicillin binding protein
D03579	OPRM1 [HSA:4988] [KO:K04215]
D03580	OPRM1 [HSA:4988] [KO:K04215]
D03582	Bile acid [CPD:C01558]
D03584	ADCY [HSA:107 108 109 196883 111 112 113 114 115 55811] [KO:K08041 K08042 K08043 K08044 K08045 K08046 K08047 K08048 K08049 K11265]
D03587	ADRB2 [HSA:154] [KO:K04142]
D03591	CRHR [HSA:1394 1395] [KO:K04578 K04579]
D03592	CRHR [HSA:1394 1395] [KO:K04578 K04579]
D03593	MC2R [HSA:4158] [KO:K04200]
D03594	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03599	DNA gyrase [KO:K02469 K02470]
D03601	HMGCR [HSA:3156] [KO:K00021]
D03602	TOP2 [HSA:7153 7155] [KO:K03164]
D03605	CFTR (ABCC7) [HSA:1080] [KO:K05031]
	CLCA [HSA:1179 9635 22802] [KO:K05027 K05028 K05030]
D03618	OPRM1 [HSA:4988] [KO:K04215]
	OPRK1 [HSA:4986] [KO:K04214]
D03620	HRH1 [HSA:3269] [KO:K04149]
D03621	HRH1 [HSA:3269] [KO:K04149]
D03622	HRH1 [HSA:3269] [KO:K04149]
D03630	voltage-gated sodium channel [KO:K04834]
D03637	DNA polymerase
D03639	IL2RA (CD25) [HSA:3559] [KO:K05068]
D03640	peptidoglycan (D-Ala-D-Ala)
D03642	TBXA2R [HSA:6915] [KO:K04264]
D03643	HMGCR [HSA:3156] [KO:K00021]
D03644	SERPINC1 (AT3) [HSA:462] [KO:K03911]
D03645	IL3RA (CD123) [HSA:3563] [KO:K04737]
D03646	DNA gyrase [KO:K02469 K02470]
D03647	CNTFR [HSA:1271] [KO:K05059]
D03648	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
D03649	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
D03650	PLA2G7 (LP-PLA2) [HSA:7941] [KO:K01062]
D03651	EPOR [HSA:2057] [KO:K05079]
D03652	ALOX5 [HSA:240] [KO:K00461]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03653	NR1C3 (PPARG) [HSA:5468] [KO:K08530]
D03654	CHRM3 [HSA:1131] [KO:K04131]
D03655	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D03656	HIV protease [KO:K22599]
D03657	PDE5 [HSA:8654] [KO:K13762]
D03658	BCR-ABL [HSA_VAR:25v1] [HSA:25] [KO:K06619]
	KIT (CD117) [HSA:3815] [KO:K05091]
	SRC [HSA:6714] [KO:K05704]
	LCK [HSA:3932] [KO:K05856]
	YES1 [HSA:7525] [KO:K05705]
	FYN [HSA:2534] [KO:K05703]
	EPHA2 [HSA:1969] [KO:K05103]
	PDGFRB [HSA:5159] [KO:K05089]
D03661	TBXAS1 (CYP5A1) [HSA:6916] [KO:K01832]
D03662	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D03663	TBXAS1 (CYP5A1) [HSA:6916] [KO:K01832]
D03665	DNMT [HSA:1786 1788 1789] [KO:K00558 K17398 K17399]
D03671	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03672	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
D03673	SERPINC1 (AT3) [HSA:462] [KO:K03911]
D03674	SERPINC1 (AT3) [HSA:462] [KO:K03911]
D03675	NR3C4 (AR) [HSA:367] [KO:K08557]
D03677	BDKRB2 [HSA:624] [KO:K03916]
D03679	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D03680	30S ribosomal subunit
D03682	IL2RA (CD25) [HSA:3559] [KO:K05068]
D03684	TNFSF11 (RANKL, CD254) [HSA:8600] [KO:K05473]
D03685	P2RY2 [HSA:5029] [KO:K04269]
D03686	ELANE [HSA:1991] [KO:K01327]
D03689	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03690	Herpesvirus DNA polymerase [KO:K18964]
D03691	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03692	F2 [HSA:2147] [KO:K01313]
D03693	HRH1 [HSA:3269] [KO:K04149]
D03694	GNRHR [KO:K04280]
D03696	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03697	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03698	NR3C2 (MR) [HSA:4306] [KO:K08555]
D03699	NR3C2 (MR) [HSA:4306] [KO:K08555]
D03701	GNRH1 (LHRH) [HSA:2796] [KO:K05252]
D03702	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
D03704	HRH1 [HSA:3269] [KO:K04149]
D03705	beta-lactamases
D03706	beta-lactamases
D03707	beta-lactamases
D03710	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03711	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D03712	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03713	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
D03714	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03715	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03716	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03717	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03718	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D03720	FNT [HSA:2339 2342] [KO:K05955 K05954]
D03721	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
D03722	F2 [HSA:2147] [KO:K01313]
D03723	DNA
D03725	OPRM1 [HSA:4988] [KO:K04215]
D03728	F2 [HSA:2147] [KO:K01313]
D03729	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D03730	TOP2 [HSA:7153 7155] [KO:K03164]
D03731	MAOB [HSA:4129] [KO:K00274]
D03732	KCNH2 [HSA:3757] [KO:K04905]
D03733	MAOB [HSA:4129] [KO:K00274]
D03734	SOAT [HSA:6646 8435] [KO:K00637]
D03735	SOAT [HSA:6646 8435] [KO:K00637]
D03736	P38 [HSA:1432 5600 5603 6300] [KO:K04441]
D03737	GABR [HSA:2554 2555 2556 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 2568 55879] [KO:K05175 K05181 K05184 K05185 K05186 K05189 K05192]
D03738	REN [HSA:5972] [KO:K01380]
D03740	SLC18A2 (VMAT2) [HSA:6571] [KO:K08155]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
D03741	REN [HSA:5972] [KO:K01380]
D03742	SIGMAR1 [HSA:10280] [KO:K20719]
	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D03743	REN [HSA:5972] [KO:K01380]
D03744	SIGMAR1 [HSA:10280] [KO:K20719]
	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D03745	REN [HSA:5972] [KO:K01380]
D03746	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D03747	LPL [HSA:4023] [KO:K01059]
D03749	CYP19A1 (ARO) [HSA:1588] [KO:K07434]
D03750	NR1A (THR) [HSA:7067 7068] [KO:K05547 K08362]
D03751	ACHE [HSA:43] [KO:K01049]
D03752	ACE (CD143) [HSA:1636] [KO:K01283]
D03753	ACE (CD143) [HSA:1636] [KO:K01283]
D03756	ACE (CD143) [HSA:1636] [KO:K01283]
D03758	ACE (CD143) [HSA:1636] [KO:K01283]
D03759	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D03760	ACE (CD143) [HSA:1636] [KO:K01283]
D03763	ACE (CD143) [HSA:1636] [KO:K01283]
D03765	ACE (CD143) [HSA:1636] [KO:K01283]
D03766	SERPINE1 (PAI1) [HSA:5054] [KO:K03982]
D03767	ACE (CD143) [HSA:1636] [KO:K01283]
D03769	ACE (CD143) [HSA:1636] [KO:K01283]
D03771	dihydrofolate reductase [KO:K13998]
D03772	ACE (CD143) [HSA:1636] [KO:K01283]
D03773	ACE (CD143) [HSA:1636] [KO:K01283]
D03774	DNA
D03775	ACE (CD143) [HSA:1636] [KO:K01283]
D03776	ACE (CD143) [HSA:1636] [KO:K01283]
D03778	CYP19A1 (ARO) [HSA:1588] [KO:K07434]
D03779	BMPR2 [HSA:659] [KO:K04671]
D03781	CYP19A1 (ARO) [HSA:1588] [KO:K07434]
D03783	OPRM1 [HSA:4988] [KO:K04215]
	OPRK1 [HSA:4986] [KO:K04214]
	OPRD1 [HSA:4985] [KO:K04213]
D03784	CYP19A1 (ARO) [HSA:1588] [KO:K07434]
D03786	CYP19A1 (ARO) [HSA:1588] [KO:K07434]
D03787	DBH [HSA:1621] [KO:K00503]
D03788	ELANE [HSA:1991] [KO:K01327]
D03791	acetylcholinesterase (AChE) [KO:K01049]
D03792	NR3C2 (MR) [HSA:4306] [KO:K08555]
D03793	MMP2 [HSA:4313] [KO:K01398]
	MMP9 [HSA:4318] [KO:K01403]
D03795	MMP1 [HSA:4312] [KO:K01388]
	MMP2 [HSA:4313] [KO:K01398]
	MMP9 [HSA:4318] [KO:K01403]
	MMP7 [HSA:4316] [KO:K01397]
	MMP3 [HSA:4314] [KO:K01394]
	MMP12 [HSA:4321] [KO:K01413]
D03797	MMP2 [HSA:4313] [KO:K01398]
	MMP3 [HSA:4314] [KO:K01394]
	MMP9 [HSA:4318] [KO:K01403]
	MMP13 [HSA:4322] [KO:K07994]
	MMP14 [HSA:4323] [KO:K07763]
D03798	VKORC1 [HSA:79001] [KO:K05357]
D03799	NR3C3 (PGR) [HSA:5241] [KO:K08556]
D03800	MMP1 [HSA:4312] [KO:K01388]
	MMP2 [HSA:4313] [KO:K01398]
	MMP8 [HSA:4317] [KO:K01402]
	MMP9 [HSA:4318] [KO:K01403]
	MMP14 [HSA:4323] [KO:K07763]
D03801	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
D03802	MMP1 [HSA:4312] [KO:K01388]
	MMP2 [HSA:4313] [KO:K01398]
	MMP9 [HSA:4318] [KO:K01403]
D03803	AKR1B1 [HSA:231] [KO:K00011]
D03805	AKR1B1 [HSA:231] [KO:K00011]
D03806	AKR1B1 [HSA:231] [KO:K00011]
D03807	AKR1B1 [HSA:231] [KO:K00011]
D03809	OPRM1 [HSA:4988] [KO:K04215]
D03810	DNA gyrase [KO:K02469 K02470]
D03812	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03813	NR3C1 (GR) [HSA:2908] [KO:K05771]
D03814	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D03816	HMGCR [HSA:3156] [KO:K00021]
D03818	aspartic protease
D03820	SRD5A1 [HSA:6715] [KO:K12343]
	SRD5A2 [HSA:6716] [KO:K12344]
D03822	ACHE [HSA:43] [KO:K01049]
	BCHE [HSA:590] [KO:K01050]
D03823	ACHE [HSA:43] [KO:K01049]
D03824	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D03825	OPRM1 [HSA:4988] [KO:K04215]
D03826	ACHE [HSA:43] [KO:K01049]
D03828	TYMS [HSA:7298] [KO:K00560]
	DHFR [HSA:1719 200895] [KO:K00287]
	GART [HSA:2618] [KO:K11787]
D03829	Influenza A/B virus neuraminidase [KO:K19392]
D03830	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D03833	HIV protease [KO:K22599]
D03835	HIV protease [KO:K22599]
D03837	HIV protease [KO:K22599]
D03839	HIV protease [KO:K22599]
D03840	HIV protease [KO:K22599]
D03842	HIV protease [KO:K22599]
D03843	HIV protease [KO:K22599]
D03845	CA [HSA:759 760 761 762 763 11238 765 766 767 768 771 377677 23632] [KO:K01672 K18245 K18246]
D03846	KEAP1 [HSA:9817] [KO:K10456]
D03854	HRH1 [HSA:3269] [KO:K04149]
D03858	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D03859	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D03860	OPRM1 [HSA:4988] [KO:K04215]
D03864	P2RY2 [HSA:5029] [KO:K04269]
D03865	50S ribosomal subunit
D03867	MTTP [KO:K14463]
D03874	Coxsackievirus VP1
D03878	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D03879	ADRB1 [HSA:153] [KO:K04141]
D03880	ADRB1 [HSA:153] [KO:K04141]
D03881	ADRB1 [HSA:153] [KO:K04141]
D03882	ALOX5 [HSA:240] [KO:K00461]
D03883	sterol 14alpha-demethylase [KO:K05917]
D03884	HSV1 envelope glycoprotein
D03887	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
D03889	HRH2 [HSA:3274] [KO:K04150]
D03891	ADRB2 [HSA:154] [KO:K04142]
	DRD [HSA:1812 1813 1814 1815 1816] [KO:K04144 K04145 K04146 K04147 K05840]
D03892	ADRB2 [HSA:154] [KO:K04142]
	DRD [HSA:1812 1813 1814 1815 1816] [KO:K04144 K04145 K04146 K04147 K05840]
D03893	HRH1 [HSA:3269] [KO:K04149]
D03895	penicillin binding protein
D03898	PDE2A [HSA:5138] [KO:K18283]
	ADORA2A [HSA:135] [KO:K04266]
D03899	TOP2 [HSA:7153 7155] [KO:K03164]
D03903	30S ribosomal subunit
D03904	30S ribosomal subunit
D03905	CRHR [HSA:1394 1395] [KO:K04578 K04579]
D03906	SLC29A1 (ENT1) [HSA:2030] [KO:K15014]
D03911	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D03912	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D03914	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
	KCND3 [HSA:3752] [KO:K04893]
	KCNH2 [HSA:3757] [KO:K04905]
	KCNQ1 [HSA:3784] [KO:K04926]
	KCNJ3 [HSA:3760] [KO:K04997]
	KCNJ5 [HSA:3762] [KO:K04999]
	KCNJ11 [HSA:3767] [KO:K05004]
	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
	ADRB1 [HSA:153] [KO:K04141]
D03917	NR3C2 (MR) [HSA:4306] [KO:K08555]
	NR3C3 (PGR) [HSA:5241] [KO:K08556]
D03929	MME (CD10) [HSA:4311] [KO:K01389]
D03930	NR1I1 (VDR) [HSA:7421] [KO:K08539]
D03931	KLKB1 [HSA:3818] [KO:K01324]
D03936	sterol 14alpha-demethylase [KO:K05917]
D03937	DRD1 [HSA:1812] [KO:K04144]
	DRD5 [HSA:1816] [KO:K05840]
D03938	PLA2G4A [HSA:5321] [KO:K16342]
D03939	GD3 [GL:G00113]
D03940	C5 [HSA:727] [KO:K03994]
D03941	NR1C3 (PPARG) [HSA:5468] [KO:K08530]
D03942	DHFR [HSA:1719 200895] [KO:K00287]
D03953	EDNRA [HSA:1909] [KO:K04197]
D03954	TOP1 [HSA:7150] [KO:K03163]
D03956	Herpesvirus DNA polymerase [KO:K18964]
D03958	EPCAM (CD326) [HSA:4072] [KO:K06737]
D03959	ITGAL (CD11A) [HSA:3683] [KO:K05718]
D03963	HRH1 [HSA:3269] [KO:K04149]
D03966	GRM2 [HSA:2912] [KO:K04605]
D03968	ABCB1 (CD243) [HSA:5243] [KO:K05658]
D03970	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D03971	ITGA2B/ITGB3 [HSA:3674 3690] [KO:K06476 K06493]
D03977	TOP1 [HSA:7150] [KO:K03163]
	TOP2 [HSA:7153 7155] [KO:K03164]
D03978	MPL (TPOR, CD110) [HSA:4352] [KO:K05082]
D03979	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D03981	HIV-1 reverse transcriptase [KO:K24802]
D03982	HTR1B [HSA:3351] [KO:K04153]
	HTR1D [HSA:3352] [KO:K04153]
D03983	HTR1B [HSA:3351] [KO:K04153]
	HTR1D [HSA:3352] [KO:K04153]
D03990	ALOX5 [HSA:240] [KO:K00461]
D03991	SCN1A [HSA:6323] [KO:K04833]
	SCN2A [HSA:6326] [KO:K04834]
	SCN3A [HSA:6328] [KO:K04836]
	SCN4A [HSA:6329] [KO:K04837]
	SCN5A [HSA:6331] [KO:K04838]
	SCN8A [HSA:6334] [KO:K04840]
	SCN9A [HSA:6335] [KO:K04841]
	SCN10A [HSA:6336] [KO:K04842]
	SCN11A [HSA:11280] [KO:K04843]
D03996	NR1C3 (PPARG) [HSA:5468] [KO:K08530]
D03997	sterol 14alpha-demethylase [KO:K05917]
D03998	DPYD [HSA:1806] [KO:K00207]
D03999	PTGER1 [HSA:5731] [KO:K04258]
D04000	ICAM1 (CD54) [HSA:3383] [KO:K06490]
D04001	DNA
D04004	PDE3 [HSA:5139 5140] [KO:K19021 K13296]
D04006	ADORA1 [HSA:134] [KO:K04265]
	ADORA2 [HSA:135 136] [KO:K04266 K04267]
	PDE [HSA:10846 27115 50940 5136 5137 5138 5139 5140 5141 5142 5143 5144 5150 5151 5153 8622] [KO:K18438 K18436 K13298 K13755 K18283 K19021 K13296 K13293 K18437]
D04008	HBV reverse transcriptase [KO:K21037]
D04014	PRKCB [HSA:5579] [KO:K19662]
D04017	50S ribosomal subunit
D04018	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D04020	penicillin binding protein
D04023	EGFR* [HSA_VAR:1956v2] [HSA:1956] [KO:K04361]
D04024	EGFR [HSA:1956] [KO:K04361]
	ERBB2* (HER2, CD340) [HSA_VAR:2064v1] [HSA:2064] [KO:K05083]
D04025	ERBB2 (HER2, CD340) [HSA:2064] [KO:K05083]
D04026	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D04028	PNLIP [HSA:5406 5407 5408] [KO:K14073 K14074 K14075]
	LIPF [HSA:8513] [KO:K14452]
D04029	F10 [HSA:2159] [KO:K01314]
D04030	30S ribosomal subunit
D04031	TOP1 [HSA:7150] [KO:K03163]
D04032	EPOR [HSA:2057] [KO:K05079]
D04034	HTR2 [HSA:3356 3357 3358] [KO:K04157]
	HRH1 [HSA:3269] [KO:K04149]
	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
	DRD2 [HSA:1813] [KO:K04145]
	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D04035	HSD3B [HSA:3283 3284] [KO:K00070]
D04036	CD22 (SIGLEC2) [HSA:933] [KO:K06467]
D04038	DRD2 [HSA:1813] [KO:K04145]
D04040	AGTR1 [HSA:185] [KO:K04166]
D04041	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D04043	TLR4 (CD284) [HSA:7099] [KO:K10160]
D04045	ITGB2/ITGAL [HSA:3689 3683] [KO:K06464 K05718]
D04048	SCN1A [HSA:6323] [KO:K04833]
	SCN2A [HSA:6326] [KO:K04834]
	SCN3A [HSA:6328] [KO:K04836]
	SCN4A [HSA:6329] [KO:K04837]
	SCN5A [HSA:6331] [KO:K04838]
	SCN8A [HSA:6334] [KO:K04840]
	SCN9A [HSA:6335] [KO:K04841]
	SCN10A [HSA:6336] [KO:K04842]
	SCN11A [HSA:11280] [KO:K04843]
D04049	penicillin binding protein
D04050	PTPN1 [HSA:5770] [KO:K05696]
	IKBKB [HSA:3551] [KO:K07209]
D04051	NPR [HSA:4881 4882] [KO:K12323 K12324]
D04054	50S ribosomal subunit
D04055	HTR2A [HSA:3356] [KO:K04157]
	HRH1 [HSA:3269] [KO:K04149]
D04056	ATP4 [HSA:495 496] [KO:K01542 K01543]
D04057	CHRM1 [HSA:1128] [KO:K04129]
	CHRM2 [HSA:1129] [KO:K04130]
	CHRM3 [HSA:1131] [KO:K04131]
D04061	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D04063	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D04064	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D04065	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D04066	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
	SRD5A2 [HSA:6716] [KO:K12344]
D04071	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D04072	ADRB2 [HSA:154] [KO:K04142]
D04074	LTB4R [HSA:1241 56413] [KO:K04296 K04297]
D04079	SLC12A1 (NKCC2) [HSA:6557] [KO:K14425]
	SLC12A2 (NKCC1) [HSA:6558] [KO:K10951]
D04087	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D04092	MAO [HSA:4128 4129] [KO:K00274]
D04095	SCN1A [HSA:6323] [KO:K04833]
	SCN2A [HSA:6326] [KO:K04834]
	SCN3A [HSA:6328] [KO:K04836]
	SCN4A [HSA:6329] [KO:K04837]
	SCN5A [HSA:6331] [KO:K04838]
	SCN8A [HSA:6334] [KO:K04840]
	SCN9A [HSA:6335] [KO:K04841]
	SCN10A [HSA:6336] [KO:K04842]
D04097	DRD [HSA:1812 1813 1814 1815 1816] [KO:K04144 K04145 K04146 K04147 K05840]
D04098	HRH2 [HSA:3274] [KO:K04150]
D04102	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D04104	NR3C3 (PGR) [HSA:5241] [KO:K08556]
	NR3A1 (ESR1) [HSA:2099] [KO:K08550]
D04107	TOP2 [HSA:7153 7155] [KO:K03164]
D04111	SLC12A1 (NKCC2) [HSA:6557] [KO:K14425]
	SLC12A2 (NKCC1) [HSA:6558] [KO:K10951]
D04112	HIV-1 reverse transcriptase [KO:K24802]
D04116	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D04119	50S ribosomal subunit
D04120	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D04121	GLP1R [HSA:2740] [KO:K04581]
D04122	TACR1 (NK1R) [HSA:6869] [KO:K04222]
D04124	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
D04126	AGTR1 [HSA:185] [KO:K04166]
	AGTR2 [HSA:186] [KO:K04167]
D04127	KCNA [HSA:3736 3737 3738 3739 3741 3742 3743 3744] [KO:K04874 K04875 K04876 K04877 K04878 K04879 K04880 K04881]
	KCNB [HSA:3745 9312] [KO:K04885 K04886]
	KCNC [HSA:3746 3747 3748 3749] [KO:K04887 K04888 K04889 K04890]
	KCND [HSA:3750 3751 3752] [KO:K04891 K04892 K04893]
D04128	EDNRA [HSA:1909] [KO:K04197]
D04131	GRIA [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200]
D04132	NR1C3 (PPARG) [HSA:5468] [KO:K08530]
D04136	RSV F protein [KO:K19261]
D04137	AVPR1A [HSA:552] [KO:K04226]
D04148	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	HTR1D [HSA:3352] [KO:K04153]
	HTR2A [HSA:3356] [KO:K04157]
	HTR2C [HSA:3358] [KO:K04157]
	SIGMAR1 [HSA:10280] [KO:K20719]
D04151	ALOX5 [HSA:240] [KO:K00461]
D04155	GRM5 [HSA:2915] [KO:K04604]
D04157	ADRB2 [HSA:154] [KO:K04142]
